0	0	0
5e-05	1.52935	0
0.0001	1.77859	7
0.00015	1.78983	8
0.0002	1.78991	8
0.00025	1.78999	8
0.0003	1.79006	8
0.00035	1.79014	8
0.0004	1.79022	8
0.00045	1.79029	8
0.0005	1.79037	8
0.00055	1.79045	8
0.0006	1.79052	8
0.00065	1.7906	8
0.0007	1.79068	8
0.00075	1.79075	8
0.0008	1.79083	8
0.00085	1.79091	8
0.0009	1.79098	8
0.00095	1.79106	8
0.001	1.79113	8
0.00105	1.79121	8
0.0011	1.79129	8
0.00115	1.79136	8
0.0012	1.79144	8
0.00125	1.79152	8
0.0013	1.79159	8
0.00135	1.79167	8
0.0014	1.79175	8
0.00145	1.79182	8
0.0015	1.7919	8
0.00155	1.79198	8
0.0016	1.79205	8
0.00165	1.79213	8
0.0017	1.79221	8
0.00175	1.79228	8
0.0018	1.79236	8
0.00185	1.79243	8
0.0019	1.79251	8
0.00195	1.79259	8
0.002	1.79266	8
0.00205	1.79274	8
0.0021	1.79282	8
0.00215	1.79289	8
0.0022	1.79297	8
0.00225	1.79305	8
0.0023	1.79312	8
0.00235	1.7932	8
0.0024	1.79328	8
0.00245	1.79335	8
0.0025	1.79343	8
0.00255	1.79351	8
0.0026	1.79358	8
0.00265	1.79366	8
0.0027	1.79373	8
0.00275	1.79381	8
0.0028	1.79389	8
0.00285	1.79396	8
0.0029	1.79404	8
0.00295	1.79412	8
0.003	1.79419	8
0.00305	1.79427	8
0.0031	1.79435	8
0.00315	1.79442	8
0.0032	1.7945	8
0.00325	1.79458	8
0.0033	1.79465	8
0.00335	1.79473	8
0.0034	1.79481	8
0.00345	1.79488	8
0.0035	1.79496	8
0.00355	1.79503	8
0.0036	1.79511	8
0.00365	1.79519	8
0.0037	1.79526	8
0.00375	1.79534	8
0.0038	1.79542	8
0.00385	1.79549	8
0.0039	1.79557	8
0.00395	1.79565	8
0.004	1.79572	8
0.00405	1.7958	8
0.0041	1.79588	8
0.00415	1.79595	8
0.0042	1.79603	8
0.00425	1.7961	8
0.0043	1.79618	8
0.00435	1.79626	8
0.0044	1.79633	8
0.00445	1.79641	8
0.0045	1.79649	8
0.00455	1.79656	8
0.0046	1.79664	8
0.00465	1.79672	8
0.0047	1.79679	8
0.00475	1.79687	8
0.0048	1.79695	8
0.00485	1.79702	8
0.0049	1.7971	8
0.00495	1.79718	8
0.005	1.79725	8
